secret_id,capability,group,query_family,difficulty,route_id,campaign_id
3951,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_043
3952,policy_edge,enterprise_eval,domain,medium,safety_route,camp_060
3953,domain_expert,normal,code_generation,hard,expert_route,camp_077
3954,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_002
3955,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_014
3956,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_031
3957,computer_use,normal,multi_step,easy,computer_route,camp_048
3958,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_070
3959,coding,suspicious_campaign,tool_planning,medium,code_route,camp_082
3960,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_002
3961,coding,normal,domain,hard,code_route,camp_019
3962,tool_use,proxy_cluster,domain,easy,tool_route,camp_041
3963,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_053
3964,policy_edge,enterprise_eval,domain,medium,safety_route,camp_070
3965,domain_expert,normal,code_generation,hard,expert_route,camp_087
3966,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_012
3967,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_024
3968,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_041
3969,computer_use,normal,multi_step,easy,computer_route,camp_058
3970,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_080
3971,coding,suspicious_campaign,tool_planning,medium,code_route,camp_092
3972,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_012
3973,coding,normal,domain,hard,code_route,camp_029
3974,tool_use,proxy_cluster,domain,easy,tool_route,camp_051
3975,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_063
3976,policy_edge,enterprise_eval,domain,medium,safety_route,camp_080
3977,domain_expert,normal,code_generation,hard,expert_route,camp_000
3978,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_022
3979,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_034
3980,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_051
3981,computer_use,normal,multi_step,easy,computer_route,camp_068
3982,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_090
3983,coding,suspicious_campaign,tool_planning,medium,code_route,camp_005
3984,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_022
3985,coding,normal,domain,hard,code_route,camp_039
3986,tool_use,proxy_cluster,domain,easy,tool_route,camp_061
3987,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_073
3988,policy_edge,enterprise_eval,domain,medium,safety_route,camp_090
3989,domain_expert,normal,code_generation,hard,expert_route,camp_010
3990,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_032
3991,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_044
3992,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_061
3993,computer_use,normal,multi_step,easy,computer_route,camp_078
3994,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_003
3995,coding,suspicious_campaign,tool_planning,medium,code_route,camp_015
3996,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_032
3997,coding,normal,domain,hard,code_route,camp_049
3998,tool_use,proxy_cluster,domain,easy,tool_route,camp_071
3999,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_083
4000,policy_edge,enterprise_eval,domain,medium,safety_route,camp_003
4001,domain_expert,normal,code_generation,hard,expert_route,camp_020
4002,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_042
4003,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_054
4004,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_071
4005,computer_use,normal,multi_step,easy,computer_route,camp_088
4006,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_013
4007,coding,suspicious_campaign,tool_planning,medium,code_route,camp_025
4008,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_042
4009,coding,normal,domain,hard,code_route,camp_059
4010,tool_use,proxy_cluster,domain,easy,tool_route,camp_081
4011,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_093
4012,policy_edge,enterprise_eval,domain,medium,safety_route,camp_013
4013,domain_expert,normal,code_generation,hard,expert_route,camp_030
4014,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_052
4015,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_064
4016,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_081
4017,computer_use,normal,multi_step,easy,computer_route,camp_001
4018,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_023
4019,coding,suspicious_campaign,tool_planning,medium,code_route,camp_035
4020,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_052
4021,coding,normal,domain,hard,code_route,camp_069
4022,tool_use,proxy_cluster,domain,easy,tool_route,camp_091
4023,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_006
4024,policy_edge,enterprise_eval,domain,medium,safety_route,camp_023
4025,domain_expert,normal,code_generation,hard,expert_route,camp_040
4026,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_062
4027,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_074
4028,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_091
4029,computer_use,normal,multi_step,easy,computer_route,camp_011
4030,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_033
4031,coding,suspicious_campaign,tool_planning,medium,code_route,camp_045
4032,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_062
4033,coding,normal,domain,hard,code_route,camp_079
4034,tool_use,proxy_cluster,domain,easy,tool_route,camp_004
4035,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_016
4036,policy_edge,enterprise_eval,domain,medium,safety_route,camp_033
4037,domain_expert,normal,code_generation,hard,expert_route,camp_050
4038,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_072
4039,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_084
4040,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_004
4041,computer_use,normal,multi_step,easy,computer_route,camp_021
4042,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_043
4043,coding,suspicious_campaign,tool_planning,medium,code_route,camp_055
4044,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_072
4045,coding,normal,domain,hard,code_route,camp_089
4046,tool_use,proxy_cluster,domain,easy,tool_route,camp_014
4047,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_026
4048,policy_edge,enterprise_eval,domain,medium,safety_route,camp_043
4049,domain_expert,normal,code_generation,hard,expert_route,camp_060
4050,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_082
4051,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_094
4052,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_014
4053,computer_use,normal,multi_step,easy,computer_route,camp_031
4054,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_053
4055,coding,suspicious_campaign,tool_planning,medium,code_route,camp_065
4056,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_082
4057,coding,normal,domain,hard,code_route,camp_002
4058,tool_use,proxy_cluster,domain,easy,tool_route,camp_024
4059,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_036
4060,policy_edge,enterprise_eval,domain,medium,safety_route,camp_053
4061,domain_expert,normal,code_generation,hard,expert_route,camp_070
4062,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_092
4063,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_007
4064,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_024
4065,computer_use,normal,multi_step,easy,computer_route,camp_041
4066,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_063
4067,coding,suspicious_campaign,tool_planning,medium,code_route,camp_075
4068,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_092
4069,coding,normal,domain,hard,code_route,camp_012
4070,tool_use,proxy_cluster,domain,easy,tool_route,camp_034
4071,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_046
4072,policy_edge,enterprise_eval,domain,medium,safety_route,camp_063
4073,domain_expert,normal,code_generation,hard,expert_route,camp_080
4074,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_005
4075,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_017
4076,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_034
4077,computer_use,normal,multi_step,easy,computer_route,camp_051
4078,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_073
4079,coding,suspicious_campaign,tool_planning,medium,code_route,camp_085
4080,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_005
4081,coding,normal,domain,hard,code_route,camp_022
4082,tool_use,proxy_cluster,domain,easy,tool_route,camp_044
4083,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_056
4084,policy_edge,enterprise_eval,domain,medium,safety_route,camp_073
4085,domain_expert,normal,code_generation,hard,expert_route,camp_090
4086,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_015
4087,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_027
4088,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_044
4089,computer_use,normal,multi_step,easy,computer_route,camp_061
4090,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_083
4091,coding,suspicious_campaign,tool_planning,medium,code_route,camp_095
4092,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_015
4093,coding,normal,domain,hard,code_route,camp_032
4094,tool_use,proxy_cluster,domain,easy,tool_route,camp_054
4095,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_066
4096,policy_edge,enterprise_eval,domain,medium,safety_route,camp_083
4097,domain_expert,normal,code_generation,hard,expert_route,camp_003
4098,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_025
4099,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_037
4100,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_054
4101,computer_use,normal,multi_step,easy,computer_route,camp_071
4102,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_093
4103,coding,suspicious_campaign,tool_planning,medium,code_route,camp_008
4104,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_025
4105,coding,normal,domain,hard,code_route,camp_042
4106,tool_use,proxy_cluster,domain,easy,tool_route,camp_064
4107,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_076
4108,policy_edge,enterprise_eval,domain,medium,safety_route,camp_093
4109,domain_expert,normal,code_generation,hard,expert_route,camp_013
4110,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_035
4111,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_047
4112,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_064
4113,computer_use,normal,multi_step,easy,computer_route,camp_081
4114,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_006
4115,coding,suspicious_campaign,tool_planning,medium,code_route,camp_018
4116,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_035
4117,coding,normal,domain,hard,code_route,camp_052
4118,tool_use,proxy_cluster,domain,easy,tool_route,camp_074
4119,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_086
4120,policy_edge,enterprise_eval,domain,medium,safety_route,camp_006
4121,domain_expert,normal,code_generation,hard,expert_route,camp_023
4122,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_045
4123,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_057
4124,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_074
4125,computer_use,normal,multi_step,easy,computer_route,camp_091
4126,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_016
4127,coding,suspicious_campaign,tool_planning,medium,code_route,camp_028
4128,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_045
4129,coding,normal,domain,hard,code_route,camp_062
4130,tool_use,proxy_cluster,domain,easy,tool_route,camp_084
4131,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_096
4132,policy_edge,enterprise_eval,domain,medium,safety_route,camp_016
4133,domain_expert,normal,code_generation,hard,expert_route,camp_033
4134,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_055
4135,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_067
4136,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_084
4137,computer_use,normal,multi_step,easy,computer_route,camp_004
4138,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_026
4139,coding,suspicious_campaign,tool_planning,medium,code_route,camp_038
4140,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_055
4141,coding,normal,domain,hard,code_route,camp_072
4142,tool_use,proxy_cluster,domain,easy,tool_route,camp_094
4143,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_009
4144,policy_edge,enterprise_eval,domain,medium,safety_route,camp_026
4145,domain_expert,normal,code_generation,hard,expert_route,camp_043
4146,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_065
4147,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_077
4148,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_094
4149,computer_use,normal,multi_step,easy,computer_route,camp_014
4150,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_036
4151,coding,suspicious_campaign,tool_planning,medium,code_route,camp_048
4152,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_065
4153,coding,normal,domain,hard,code_route,camp_082
4154,tool_use,proxy_cluster,domain,easy,tool_route,camp_007
4155,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_019
4156,policy_edge,enterprise_eval,domain,medium,safety_route,camp_036
4157,domain_expert,normal,code_generation,hard,expert_route,camp_053
4158,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_075
4159,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_087
4160,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_007
4161,computer_use,normal,multi_step,easy,computer_route,camp_024
4162,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_046
4163,coding,suspicious_campaign,tool_planning,medium,code_route,camp_058
4164,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_075
4165,coding,normal,domain,hard,code_route,camp_092
4166,tool_use,proxy_cluster,domain,easy,tool_route,camp_017
4167,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_029
4168,policy_edge,enterprise_eval,domain,medium,safety_route,camp_046
4169,domain_expert,normal,code_generation,hard,expert_route,camp_063
4170,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_085
4171,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_000
4172,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_017
4173,computer_use,normal,multi_step,easy,computer_route,camp_034
4174,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_056
4175,coding,suspicious_campaign,tool_planning,medium,code_route,camp_068
4176,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_085
4177,coding,normal,domain,hard,code_route,camp_005
4178,tool_use,proxy_cluster,domain,easy,tool_route,camp_027
4179,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_039
4180,policy_edge,enterprise_eval,domain,medium,safety_route,camp_056
4181,domain_expert,normal,code_generation,hard,expert_route,camp_073
4182,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_095
4183,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_010
4184,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_027
4185,computer_use,normal,multi_step,easy,computer_route,camp_044
4186,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_066
4187,coding,suspicious_campaign,tool_planning,medium,code_route,camp_078
4188,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_095
4189,coding,normal,domain,hard,code_route,camp_015
4190,tool_use,proxy_cluster,domain,easy,tool_route,camp_037
4191,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_049
4192,policy_edge,enterprise_eval,domain,medium,safety_route,camp_066
4193,domain_expert,normal,code_generation,hard,expert_route,camp_083
4194,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_008
4195,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_020
4196,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_037
4197,computer_use,normal,multi_step,easy,computer_route,camp_054
4198,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_076
4199,coding,suspicious_campaign,tool_planning,medium,code_route,camp_088
4200,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_008
4201,coding,normal,domain,hard,code_route,camp_025
4202,tool_use,proxy_cluster,domain,easy,tool_route,camp_047
4203,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_059
4204,policy_edge,enterprise_eval,domain,medium,safety_route,camp_076
4205,domain_expert,normal,code_generation,hard,expert_route,camp_093
4206,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_018
4207,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_030
4208,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_047
4209,computer_use,normal,multi_step,easy,computer_route,camp_064
4210,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_086
4211,coding,suspicious_campaign,tool_planning,medium,code_route,camp_001
4212,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_018
4213,coding,normal,domain,hard,code_route,camp_035
4214,tool_use,proxy_cluster,domain,easy,tool_route,camp_057
4215,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_069
4216,policy_edge,enterprise_eval,domain,medium,safety_route,camp_086
4217,domain_expert,normal,code_generation,hard,expert_route,camp_006
4218,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_028
4219,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_040
4220,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_057
4221,computer_use,normal,multi_step,easy,computer_route,camp_074
4222,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_096
4223,coding,suspicious_campaign,tool_planning,medium,code_route,camp_011
4224,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_028
4225,coding,normal,domain,hard,code_route,camp_045
4226,tool_use,proxy_cluster,domain,easy,tool_route,camp_067
4227,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_079
4228,policy_edge,enterprise_eval,domain,medium,safety_route,camp_096
4229,domain_expert,normal,code_generation,hard,expert_route,camp_016
4230,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_038
4231,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_050
4232,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_067
4233,computer_use,normal,multi_step,easy,computer_route,camp_084
4234,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_009
4235,coding,suspicious_campaign,tool_planning,medium,code_route,camp_021
4236,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_038
4237,coding,normal,domain,hard,code_route,camp_055
4238,tool_use,proxy_cluster,domain,easy,tool_route,camp_077
4239,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_089
4240,policy_edge,enterprise_eval,domain,medium,safety_route,camp_009
4241,domain_expert,normal,code_generation,hard,expert_route,camp_026
4242,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_048
4243,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_060
4244,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_077
4245,computer_use,normal,multi_step,easy,computer_route,camp_094
4246,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_019
4247,coding,suspicious_campaign,tool_planning,medium,code_route,camp_031
4248,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_048
4249,coding,normal,domain,hard,code_route,camp_065
4250,tool_use,proxy_cluster,domain,easy,tool_route,camp_087
4251,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_002
4252,policy_edge,enterprise_eval,domain,medium,safety_route,camp_019
4253,domain_expert,normal,code_generation,hard,expert_route,camp_036
4254,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_058
4255,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_070
4256,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_087
4257,computer_use,normal,multi_step,easy,computer_route,camp_007
4258,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_029
4259,coding,suspicious_campaign,tool_planning,medium,code_route,camp_041
4260,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_058
4261,coding,normal,domain,hard,code_route,camp_075
4262,tool_use,proxy_cluster,domain,easy,tool_route,camp_000
4263,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_012
4264,policy_edge,enterprise_eval,domain,medium,safety_route,camp_029
4265,domain_expert,normal,code_generation,hard,expert_route,camp_046
4266,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_068
4267,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_080
4268,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_000
4269,computer_use,normal,multi_step,easy,computer_route,camp_017
4270,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_039
4271,coding,suspicious_campaign,tool_planning,medium,code_route,camp_051
4272,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_068
4273,coding,normal,domain,hard,code_route,camp_085
4274,tool_use,proxy_cluster,domain,easy,tool_route,camp_010
4275,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_022
4276,policy_edge,enterprise_eval,domain,medium,safety_route,camp_039
4277,domain_expert,normal,code_generation,hard,expert_route,camp_056
4278,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_078
4279,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_090
4280,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_010
4281,computer_use,normal,multi_step,easy,computer_route,camp_027
4282,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_049
4283,coding,suspicious_campaign,tool_planning,medium,code_route,camp_061
4284,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_078
4285,coding,normal,domain,hard,code_route,camp_095
4286,tool_use,proxy_cluster,domain,easy,tool_route,camp_020
4287,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_032
4288,policy_edge,enterprise_eval,domain,medium,safety_route,camp_049
4289,domain_expert,normal,code_generation,hard,expert_route,camp_066
4290,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_088
4291,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_003
4292,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_020
4293,computer_use,normal,multi_step,easy,computer_route,camp_037
4294,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_059
4295,coding,suspicious_campaign,tool_planning,medium,code_route,camp_071
4296,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_088
4297,coding,normal,domain,hard,code_route,camp_008
4298,tool_use,proxy_cluster,domain,easy,tool_route,camp_030
4299,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_042
4300,policy_edge,enterprise_eval,domain,medium,safety_route,camp_059
4301,domain_expert,normal,code_generation,hard,expert_route,camp_076
4302,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_001
4303,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_013
4304,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_030
4305,computer_use,normal,multi_step,easy,computer_route,camp_047
4306,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_069
4307,coding,suspicious_campaign,tool_planning,medium,code_route,camp_081
4308,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_001
4309,coding,normal,domain,hard,code_route,camp_018
4310,tool_use,proxy_cluster,domain,easy,tool_route,camp_040
4311,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_052
4312,policy_edge,enterprise_eval,domain,medium,safety_route,camp_069
4313,domain_expert,normal,code_generation,hard,expert_route,camp_086
4314,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_011
4315,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_023
4316,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_040
4317,computer_use,normal,multi_step,easy,computer_route,camp_057
4318,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_079
4319,coding,suspicious_campaign,tool_planning,medium,code_route,camp_091
4320,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_011
4321,coding,normal,domain,hard,code_route,camp_028
4322,tool_use,proxy_cluster,domain,easy,tool_route,camp_050
4323,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_062
4324,policy_edge,enterprise_eval,domain,medium,safety_route,camp_079
4325,domain_expert,normal,code_generation,hard,expert_route,camp_096
4326,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_021
4327,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_033
4328,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_050
4329,computer_use,normal,multi_step,easy,computer_route,camp_067
4330,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_089
4331,coding,suspicious_campaign,tool_planning,medium,code_route,camp_004
4332,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_021
4333,coding,normal,domain,hard,code_route,camp_038
4334,tool_use,proxy_cluster,domain,easy,tool_route,camp_060
4335,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_072
4336,policy_edge,enterprise_eval,domain,medium,safety_route,camp_089
4337,domain_expert,normal,code_generation,hard,expert_route,camp_009
4338,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_031
4339,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_043
4340,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_060
4341,computer_use,normal,multi_step,easy,computer_route,camp_077
4342,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_002
4343,coding,suspicious_campaign,tool_planning,medium,code_route,camp_014
4344,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_031
4345,coding,normal,domain,hard,code_route,camp_048
4346,tool_use,proxy_cluster,domain,easy,tool_route,camp_070
4347,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_082
4348,policy_edge,enterprise_eval,domain,medium,safety_route,camp_002
4349,domain_expert,normal,code_generation,hard,expert_route,camp_019
4350,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_041
4351,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_053
4352,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_070
4353,computer_use,normal,multi_step,easy,computer_route,camp_087
4354,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_012
4355,coding,suspicious_campaign,tool_planning,medium,code_route,camp_024
4356,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_041
4357,coding,normal,domain,hard,code_route,camp_058
4358,tool_use,proxy_cluster,domain,easy,tool_route,camp_080
4359,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_092
4360,policy_edge,enterprise_eval,domain,medium,safety_route,camp_012
4361,domain_expert,normal,code_generation,hard,expert_route,camp_029
4362,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_051
4363,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_063
4364,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_080
4365,computer_use,normal,multi_step,easy,computer_route,camp_000
4366,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_022
4367,coding,suspicious_campaign,tool_planning,medium,code_route,camp_034
4368,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_051
4369,coding,normal,domain,hard,code_route,camp_068
4370,tool_use,proxy_cluster,domain,easy,tool_route,camp_090
4371,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_005
4372,policy_edge,enterprise_eval,domain,medium,safety_route,camp_022
4373,domain_expert,normal,code_generation,hard,expert_route,camp_039
4374,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_061
